sudo: a password is required
Currently logged in as: t4r3k (t4r3k-carleton-university). Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.17.5
wandb: Run data is saved locally in /home/library/workspace/mlos/gym/0_mdpax/wandb/run-20240729_034631-wioe5rny
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run prime-snowflake-15
wandb: ⭐️ View project at https://wandb.ai/t4r3k-carleton-university/moon
wandb: 🚀 View run at https://wandb.ai/t4r3k-carleton-university/moon/runs/wioe5rny
No saved agents found.
Time: 00h 00m 03s, Episode: 0, Steps: 10, epr: -18.0, Loss: 0.0 Score: -18.0, Done: False
Time: 02h 23m 36s, Episode: 5795, Steps: 15349, epr: 12.5, Loss: 3.9 Score: 15.0, Done: True
Time: 02h 23m 38s, Episode: 5796, Steps: 15350, epr: 12.5, Loss: 3.98 Score: 15.0, Done: True
Time: 02h 23m 41s, Episode: 5797, Steps: 15355, epr: 12.5, Loss: 3.57 Score: 10.0, Done: True
Time: 02h 23m 43s, Episode: 5798, Steps: 15357, epr: 12.5, Loss: 4.09 Score: 14.0, Done: True
Time: 02h 23m 46s, Episode: 5799, Steps: 15359, epr: 12.5, Loss: 3.88 Score: 12.0, Done: True
Time: 02h 23m 48s, Episode: 5800, Steps: 15363, epr: 12.5, Loss: 4.29 Score: 9.0, Done: True
Time: 02h 23m 51s, Episode: 5801, Steps: 15367, epr: 12.5, Loss: 4.17 Score: 12.0, Done: True
Time: 02h 23m 54s, Episode: 5802, Steps: 15368, epr: 12.5, Loss: 3.78 Score: 15.0, Done: True
Time: 02h 23m 56s, Episode: 5803, Steps: 15370, epr: 12.5, Loss: 4.05 Score: 14.0, Done: True
Time: 02h 23m 59s, Episode: 5804, Steps: 15372, epr: 12.5, Loss: 3.91 Score: 13.0, Done: True
Time: 02h 24m 01s, Episode: 5805, Steps: 15374, epr: 12.5, Loss: 4.16 Score: 14.0, Done: True
Time: 02h 24m 04s, Episode: 5806, Steps: 15380, epr: 12.5, Loss: 3.61 Score: 6.0, Done: True
Time: 02h 24m 07s, Episode: 5807, Steps: 15381, epr: 12.5, Loss: 3.78 Score: 15.0, Done: True
Time: 02h 24m 09s, Episode: 5808, Steps: 15382, epr: 12.5, Loss: 4.13 Score: 15.0, Done: True
Time: 02h 24m 12s, Episode: 5809, Steps: 15384, epr: 12.5, Loss: 4.06 Score: 14.0, Done: True
Time: 02h 24m 14s, Episode: 5810, Steps: 15391, epr: 12.5, Loss: 3.93 Score: 9.0, Done: True
Time: 02h 24m 17s, Episode: 5811, Steps: 15392, epr: 12.5, Loss: 3.86 Score: 15.0, Done: True
Time: 02h 24m 20s, Episode: 5812, Steps: 15396, epr: 12.5, Loss: 4.54 Score: 12.0, Done: True
Time: 02h 24m 22s, Episode: 5813, Steps: 15398, epr: 12.5, Loss: 4.25 Score: 14.0, Done: True
Time: 02h 24m 25s, Episode: 5814, Steps: 15399, epr: 12.5, Loss: 3.87 Score: 15.0, Done: True
Time: 02h 24m 27s, Episode: 5815, Steps: 15401, epr: 12.5, Loss: 3.96 Score: 14.0, Done: True
Time: 02h 24m 30s, Episode: 5816, Steps: 15402, epr: 12.5, Loss: 3.99 Score: 15.0, Done: True
Time: 02h 24m 32s, Episode: 5817, Steps: 15404, epr: 12.5, Loss: 3.76 Score: 13.0, Done: True
Time: 02h 24m 35s, Episode: 5818, Steps: 15411, epr: 12.5, Loss: 4.0 Score: 9.0, Done: True
Time: 02h 24m 38s, Episode: 5819, Steps: 15415, epr: 12.5, Loss: 3.73 Score: 12.0, Done: True
Time: 02h 24m 40s, Episode: 5820, Steps: 15417, epr: 12.5, Loss: 4.02 Score: 14.0, Done: True
Time: 02h 24m 43s, Episode: 5821, Steps: 15418, epr: 12.5, Loss: 4.25 Score: 15.0, Done: True
Time: 02h 24m 45s, Episode: 5822, Steps: 15421, epr: 12.5, Loss: 4.15 Score: 13.0, Done: True
Time: 02h 24m 48s, Episode: 5823, Steps: 15425, epr: 12.5, Loss: 4.0 Score: 10.0, Done: True
Time: 02h 24m 51s, Episode: 5824, Steps: 15427, epr: 12.5, Loss: 3.96 Score: 12.0, Done: True
Time: 02h 24m 54s, Episode: 5825, Steps: 15429, epr: 12.5, Loss: 4.51 Score: 14.0, Done: True
Time: 02h 24m 56s, Episode: 5826, Steps: 15432, epr: 12.5, Loss: 3.62 Score: 13.0, Done: True
Time: 02h 24m 59s, Episode: 5827, Steps: 15435, epr: 12.5, Loss: 3.63 Score: 13.0, Done: True
Time: 02h 25m 01s, Episode: 5828, Steps: 15439, epr: 12.5, Loss: 4.4 Score: 12.0, Done: True
Time: 02h 25m 04s, Episode: 5829, Steps: 15440, epr: 12.5, Loss: 4.54 Score: 15.0, Done: True
Time: 02h 25m 06s, Episode: 5830, Steps: 15444, epr: 12.5, Loss: 4.0 Score: 7.0, Done: True
Time: 02h 25m 09s, Episode: 5831, Steps: 15446, epr: 12.5, Loss: 3.71 Score: 12.0, Done: True
Time: 02h 25m 11s, Episode: 5832, Steps: 15448, epr: 12.5, Loss: 4.22 Score: 12.0, Done: True
Time: 02h 25m 14s, Episode: 5833, Steps: 15453, epr: 12.5, Loss: 4.35 Score: 11.0, Done: True
Time: 02h 25m 16s, Episode: 5834, Steps: 15455, epr: 12.5, Loss: 3.98 Score: 14.0, Done: True
Time: 02h 25m 19s, Episode: 5835, Steps: 15457, epr: 12.5, Loss: 4.32 Score: 14.0, Done: True
Time: 02h 25m 22s, Episode: 5836, Steps: 15459, epr: 12.5, Loss: 4.14 Score: 14.0, Done: True
Time: 02h 25m 24s, Episode: 5837, Steps: 15462, epr: 12.5, Loss: 3.73 Score: 13.0, Done: True
Time: 02h 25m 27s, Episode: 5838, Steps: 15463, epr: 12.5, Loss: 3.9 Score: 15.0, Done: True
Time: 02h 25m 29s, Episode: 5839, Steps: 15465, epr: 12.5, Loss: 3.67 Score: 13.0, Done: True
Time: 02h 25m 32s, Episode: 5840, Steps: 15466, epr: 12.5, Loss: 4.08 Score: 15.0, Done: True
Time: 02h 25m 35s, Episode: 5841, Steps: 15468, epr: 12.5, Loss: 3.67 Score: 14.0, Done: True
Time: 02h 25m 37s, Episode: 5842, Steps: 15470, epr: 12.5, Loss: 4.28 Score: 14.0, Done: True
Time: 02h 25m 40s, Episode: 5843, Steps: 15471, epr: 12.5, Loss: 4.0 Score: 15.0, Done: True
Time: 02h 25m 43s, Episode: 5844, Steps: 15474, epr: 12.5, Loss: 3.86 Score: 13.0, Done: True
Time: 02h 25m 45s, Episode: 5845, Steps: 15475, epr: 12.5, Loss: 3.31 Score: 15.0, Done: True
Time: 02h 25m 48s, Episode: 5846, Steps: 15476, epr: 12.5, Loss: 3.16 Score: 15.0, Done: True
Time: 02h 25m 51s, Episode: 5847, Steps: 15479, epr: 12.5, Loss: 3.95 Score: 13.0, Done: True
Time: 02h 25m 53s, Episode: 5848, Steps: 15482, epr: 12.5, Loss: 3.53 Score: 13.0, Done: True
Time: 02h 25m 56s, Episode: 5849, Steps: 15484, epr: 12.5, Loss: 3.43 Score: 14.0, Done: True
Time: 02h 25m 59s, Episode: 5850, Steps: 15488, epr: 12.5, Loss: 3.58 Score: 12.0, Done: True
Time: 02h 26m 01s, Episode: 5851, Steps: 15489, epr: 12.5, Loss: 4.02 Score: 15.0, Done: True
Time: 02h 26m 04s, Episode: 5852, Steps: 15491, epr: 12.5, Loss: 3.75 Score: 14.0, Done: True
Time: 02h 26m 07s, Episode: 5853, Steps: 15492, epr: 12.5, Loss: 3.64 Score: 15.0, Done: True
Time: 02h 26m 09s, Episode: 5854, Steps: 15495, epr: 12.5, Loss: 4.53 Score: 12.0, Done: True
Time: 02h 26m 12s, Episode: 5855, Steps: 15499, epr: 12.5, Loss: 3.99 Score: 7.0, Done: True
Time: 02h 26m 15s, Episode: 5856, Steps: 15500, epr: 12.5, Loss: 3.92 Score: 15.0, Done: True
Time: 02h 26m 18s, Episode: 5857, Steps: 15502, epr: 12.5, Loss: 3.47 Score: 14.0, Done: True
Time: 02h 26m 21s, Episode: 5858, Steps: 15505, epr: 12.5, Loss: 3.16 Score: 13.0, Done: True
Time: 02h 26m 23s, Episode: 5859, Steps: 15507, epr: 12.5, Loss: 4.21 Score: 14.0, Done: True
Time: 02h 26m 26s, Episode: 5860, Steps: 15508, epr: 12.5, Loss: 3.56 Score: 15.0, Done: True
Time: 02h 26m 29s, Episode: 5861, Steps: 15511, epr: 12.5, Loss: 4.47 Score: 12.0, Done: True
Time: 02h 26m 31s, Episode: 5862, Steps: 15513, epr: 12.5, Loss: 4.1 Score: 14.0, Done: True
Time: 02h 26m 34s, Episode: 5863, Steps: 15518, epr: 12.5, Loss: 4.43 Score: 11.0, Done: True
Time: 02h 26m 36s, Episode: 5864, Steps: 15519, epr: 12.5, Loss: 3.97 Score: 15.0, Done: True
Time: 02h 26m 39s, Episode: 5865, Steps: 15523, epr: 12.5, Loss: 4.47 Score: 10.0, Done: True
Time: 02h 26m 41s, Episode: 5866, Steps: 15525, epr: 12.5, Loss: 4.51 Score: 14.0, Done: True
Time: 02h 26m 44s, Episode: 5867, Steps: 15527, epr: 12.5, Loss: 3.57 Score: 14.0, Done: True
Time: 02h 26m 47s, Episode: 5868, Steps: 15528, epr: 12.5, Loss: 3.82 Score: 15.0, Done: True
Time: 02h 26m 49s, Episode: 5869, Steps: 15531, epr: 12.5, Loss: 4.59 Score: 13.0, Done: True
Time: 02h 26m 52s, Episode: 5870, Steps: 15532, epr: 12.5, Loss: 3.92 Score: 15.0, Done: True
Time: 02h 26m 54s, Episode: 5871, Steps: 15537, epr: 12.5, Loss: 3.91 Score: 10.0, Done: True
Time: 02h 26m 57s, Episode: 5872, Steps: 15540, epr: 12.5, Loss: 4.43 Score: 13.0, Done: True
Time: 02h 26m 59s, Episode: 5873, Steps: 15542, epr: 12.5, Loss: 4.39 Score: 14.0, Done: True
Time: 02h 27m 02s, Episode: 5874, Steps: 15543, epr: 12.5, Loss: 4.18 Score: 15.0, Done: True
Time: 02h 27m 05s, Episode: 5875, Steps: 15544, epr: 12.5, Loss: 4.07 Score: 15.0, Done: True
Time: 02h 27m 07s, Episode: 5876, Steps: 15548, epr: 12.5, Loss: 4.23 Score: 12.0, Done: True
Time: 02h 27m 10s, Episode: 5877, Steps: 15549, epr: 12.5, Loss: 3.74 Score: 15.0, Done: True
Time: 02h 27m 12s, Episode: 5878, Steps: 15551, epr: 12.5, Loss: 4.04 Score: 14.0, Done: True
Time: 02h 27m 15s, Episode: 5879, Steps: 15557, epr: 12.5, Loss: 4.17 Score: 8.0, Done: True
Time: 02h 27m 17s, Episode: 5880, Steps: 15559, epr: 12.5, Loss: 3.99 Score: 14.0, Done: True
Time: 02h 27m 20s, Episode: 5881, Steps: 15562, epr: 12.5, Loss: 4.04 Score: 11.0, Done: True
Time: 02h 27m 22s, Episode: 5882, Steps: 15564, epr: 12.5, Loss: 4.25 Score: 14.0, Done: True
Time: 02h 27m 25s, Episode: 5883, Steps: 15565, epr: 12.5, Loss: 3.33 Score: 15.0, Done: True
Time: 02h 27m 27s, Episode: 5884, Steps: 15568, epr: 12.5, Loss: 3.41 Score: 12.0, Done: True
Time: 02h 27m 30s, Episode: 5885, Steps: 15571, epr: 12.5, Loss: 3.7 Score: 12.0, Done: True
Time: 02h 27m 33s, Episode: 5886, Steps: 15574, epr: 12.5, Loss: 3.99 Score: 13.0, Done: True
Time: 02h 27m 35s, Episode: 5887, Steps: 15575, epr: 12.5, Loss: 3.89 Score: 15.0, Done: True
Time: 02h 27m 38s, Episode: 5888, Steps: 15576, epr: 12.5, Loss: 3.87 Score: 15.0, Done: True
Time: 02h 27m 41s, Episode: 5889, Steps: 15582, epr: 12.5, Loss: 3.26 Score: 8.0, Done: True
Time: 02h 27m 44s, Episode: 5890, Steps: 15585, epr: 12.5, Loss: 3.5 Score: 13.0, Done: True
Time: 02h 27m 47s, Episode: 5891, Steps: 15587, epr: 12.5, Loss: 4.29 Score: 14.0, Done: True
Time: 02h 27m 49s, Episode: 5892, Steps: 15591, epr: 12.5, Loss: 3.45 Score: 12.0, Done: True
Time: 02h 27m 52s, Episode: 5893, Steps: 15594, epr: 12.5, Loss: 3.86 Score: 12.0, Done: True
Time: 02h 27m 54s, Episode: 5894, Steps: 15596, epr: 12.5, Loss: 3.77 Score: 14.0, Done: True
Time: 02h 27m 57s, Episode: 5895, Steps: 15600, epr: 12.5, Loss: 3.44 Score: 12.0, Done: True
Time: 02h 28m 00s, Episode: 5896, Steps: 15602, epr: 12.5, Loss: 3.86 Score: 14.0, Done: True
Time: 02h 28m 02s, Episode: 5897, Steps: 15605, epr: 12.5, Loss: 3.59 Score: 13.0, Done: True
Time: 02h 28m 05s, Episode: 5898, Steps: 15607, epr: 12.5, Loss: 4.42 Score: 13.0, Done: True
Time: 02h 28m 08s, Episode: 5899, Steps: 15611, epr: 12.5, Loss: 4.3 Score: 11.0, Done: True
Time: 02h 28m 10s, Episode: 5900, Steps: 15613, epr: 12.5, Loss: 3.51 Score: 14.0, Done: True
Time: 02h 28m 13s, Episode: 5901, Steps: 15615, epr: 12.5, Loss: 3.87 Score: 14.0, Done: True
Time: 02h 28m 15s, Episode: 5902, Steps: 15618, epr: 12.5, Loss: 3.38 Score: 13.0, Done: True
Time: 02h 28m 18s, Episode: 5903, Steps: 15619, epr: 12.5, Loss: 3.37 Score: 15.0, Done: True
Time: 02h 28m 21s, Episode: 5904, Steps: 15621, epr: 12.5, Loss: 3.8 Score: 14.0, Done: True
Time: 02h 28m 24s, Episode: 5905, Steps: 15623, epr: 12.5, Loss: 3.66 Score: 13.0, Done: True
Time: 02h 28m 26s, Episode: 5906, Steps: 15626, epr: 12.5, Loss: 4.02 Score: 13.0, Done: True
Time: 02h 28m 29s, Episode: 5907, Steps: 15628, epr: 12.5, Loss: 3.89 Score: 14.0, Done: True
Time: 02h 28m 31s, Episode: 5908, Steps: 15630, epr: 12.5, Loss: 3.53 Score: 14.0, Done: True
Time: 02h 28m 34s, Episode: 5909, Steps: 15631, epr: 12.5, Loss: 4.27 Score: 15.0, Done: True
Time: 02h 28m 37s, Episode: 5910, Steps: 15634, epr: 12.5, Loss: 3.83 Score: 13.0, Done: True
Time: 02h 28m 39s, Episode: 5911, Steps: 15636, epr: 12.5, Loss: 3.84 Score: 14.0, Done: True
Time: 02h 28m 42s, Episode: 5912, Steps: 15639, epr: 12.5, Loss: 3.52 Score: 13.0, Done: True
Time: 02h 28m 44s, Episode: 5913, Steps: 15640, epr: 12.5, Loss: 3.54 Score: 15.0, Done: True
Time: 02h 28m 47s, Episode: 5914, Steps: 15644, epr: 12.5, Loss: 4.51 Score: 11.0, Done: True
Time: 02h 28m 50s, Episode: 5915, Steps: 15645, epr: 12.5, Loss: 3.61 Score: 15.0, Done: True
Time: 02h 28m 53s, Episode: 5916, Steps: 15648, epr: 12.5, Loss: 3.59 Score: 13.0, Done: True
Time: 02h 28m 55s, Episode: 5917, Steps: 15650, epr: 12.5, Loss: 4.58 Score: 14.0, Done: True
Time: 02h 28m 58s, Episode: 5918, Steps: 15653, epr: 12.5, Loss: 3.82 Score: 11.0, Done: True
Time: 02h 29m 00s, Episode: 5919, Steps: 15660, epr: 12.5, Loss: 3.92 Score: 9.0, Done: True
Time: 02h 29m 03s, Episode: 5920, Steps: 15662, epr: 12.5, Loss: 4.04 Score: 14.0, Done: True
Time: 02h 29m 06s, Episode: 5921, Steps: 15663, epr: 12.5, Loss: 3.67 Score: 15.0, Done: True
Time: 02h 29m 08s, Episode: 5922, Steps: 15665, epr: 12.5, Loss: 3.75 Score: 13.0, Done: True
Time: 02h 29m 11s, Episode: 5923, Steps: 15667, epr: 12.5, Loss: 3.44 Score: 14.0, Done: True
Time: 02h 29m 13s, Episode: 5924, Steps: 15668, epr: 12.5, Loss: 3.99 Score: 15.0, Done: True
Time: 02h 29m 16s, Episode: 5925, Steps: 15673, epr: 12.5, Loss: 4.52 Score: 9.0, Done: True
Time: 02h 29m 19s, Episode: 5926, Steps: 15677, epr: 12.5, Loss: 3.95 Score: 12.0, Done: True
Time: 02h 29m 21s, Episode: 5927, Steps: 15681, epr: 12.5, Loss: 3.7 Score: 10.0, Done: True
Time: 02h 29m 24s, Episode: 5928, Steps: 15682, epr: 12.5, Loss: 3.81 Score: 15.0, Done: True
Time: 02h 29m 27s, Episode: 5929, Steps: 15687, epr: 12.5, Loss: 3.68 Score: 10.0, Done: True
Time: 02h 29m 29s, Episode: 5930, Steps: 15688, epr: 12.5, Loss: 3.55 Score: 15.0, Done: True
Time: 02h 29m 32s, Episode: 5931, Steps: 15692, epr: 12.5, Loss: 4.14 Score: 12.0, Done: True
Time: 02h 29m 34s, Episode: 5932, Steps: 15696, epr: 12.5, Loss: 4.22 Score: 12.0, Done: True
Time: 02h 29m 37s, Episode: 5933, Steps: 15703, epr: 12.5, Loss: 3.85 Score: 9.0, Done: True
Time: 02h 29m 40s, Episode: 5934, Steps: 15705, epr: 12.5, Loss: 3.6 Score: 14.0, Done: True
Time: 02h 29m 42s, Episode: 5935, Steps: 15706, epr: 12.5, Loss: 4.64 Score: 15.0, Done: True
Time: 02h 29m 45s, Episode: 5936, Steps: 15707, epr: 12.5, Loss: 4.01 Score: 15.0, Done: True
Time: 02h 29m 47s, Episode: 5937, Steps: 15711, epr: 12.5, Loss: 5.73 Score: 12.0, Done: True
Time: 02h 29m 50s, Episode: 5938, Steps: 15714, epr: 12.5, Loss: 3.41 Score: 13.0, Done: True
Time: 02h 29m 53s, Episode: 5939, Steps: 15716, epr: 12.5, Loss: 4.26 Score: 14.0, Done: True
Time: 02h 29m 55s, Episode: 5940, Steps: 15717, epr: 12.5, Loss: 4.04 Score: 15.0, Done: True
Time: 02h 29m 58s, Episode: 5941, Steps: 15718, epr: 12.5, Loss: 3.97 Score: 15.0, Done: True
Time: 02h 30m 00s, Episode: 5942, Steps: 15720, epr: 12.5, Loss: 3.8 Score: 14.0, Done: True
Time: 02h 30m 03s, Episode: 5943, Steps: 15722, epr: 12.5, Loss: 3.58 Score: 14.0, Done: True
Time: 02h 30m 06s, Episode: 5944, Steps: 15724, epr: 12.5, Loss: 5.84 Score: 14.0, Done: True
Time: 02h 30m 08s, Episode: 5945, Steps: 15726, epr: 12.5, Loss: 3.96 Score: 14.0, Done: True
Time: 02h 30m 11s, Episode: 5946, Steps: 15729, epr: 12.5, Loss: 4.23 Score: 13.0, Done: True
Time: 02h 30m 13s, Episode: 5947, Steps: 15733, epr: 12.5, Loss: 4.66 Score: 12.0, Done: True
Time: 02h 30m 16s, Episode: 5948, Steps: 15735, epr: 12.5, Loss: 4.63 Score: 14.0, Done: True
Time: 02h 30m 19s, Episode: 5949, Steps: 15737, epr: 12.5, Loss: 3.51 Score: 14.0, Done: True
Time: 02h 30m 21s, Episode: 5950, Steps: 15742, epr: 12.5, Loss: 3.77 Score: 10.0, Done: True
Time: 02h 30m 24s, Episode: 5951, Steps: 15743, epr: 12.5, Loss: 3.49 Score: 15.0, Done: True
Time: 02h 30m 27s, Episode: 5952, Steps: 15746, epr: 12.5, Loss: 4.46 Score: 13.0, Done: True
Time: 02h 30m 29s, Episode: 5953, Steps: 15747, epr: 12.5, Loss: 4.21 Score: 15.0, Done: True
Time: 02h 30m 33s, Episode: 5954, Steps: 15750, epr: 12.5, Loss: 4.85 Score: 12.0, Done: True
Time: 02h 30m 35s, Episode: 5955, Steps: 15752, epr: 12.5, Loss: 4.68 Score: 14.0, Done: True
Time: 02h 30m 38s, Episode: 5956, Steps: 15755, epr: 12.5, Loss: 4.2 Score: 12.0, Done: True
Time: 02h 30m 40s, Episode: 5957, Steps: 15756, epr: 12.5, Loss: 4.18 Score: 15.0, Done: True
Time: 02h 30m 43s, Episode: 5958, Steps: 15762, epr: 12.5, Loss: 4.21 Score: 8.0, Done: True
Time: 02h 30m 45s, Episode: 5959, Steps: 15763, epr: 12.5, Loss: 4.08 Score: 15.0, Done: True
Time: 02h 30m 48s, Episode: 5960, Steps: 15765, epr: 12.5, Loss: 4.05 Score: 14.0, Done: True
Time: 02h 30m 50s, Episode: 5961, Steps: 15768, epr: 12.5, Loss: 3.91 Score: 13.0, Done: True
Time: 02h 30m 53s, Episode: 5962, Steps: 15769, epr: 12.5, Loss: 5.64 Score: 15.0, Done: True
Time: 02h 30m 56s, Episode: 5963, Steps: 15770, epr: 12.5, Loss: 3.9 Score: 15.0, Done: True
Time: 02h 30m 58s, Episode: 5964, Steps: 15771, epr: 12.5, Loss: 5.22 Score: 15.0, Done: True
Time: 02h 31m 01s, Episode: 5965, Steps: 15772, epr: 12.5, Loss: 3.63 Score: 15.0, Done: True
Time: 02h 31m 04s, Episode: 5966, Steps: 15773, epr: 12.5, Loss: 3.68 Score: 15.0, Done: True
Time: 02h 31m 06s, Episode: 5967, Steps: 15775, epr: 12.5, Loss: 4.31 Score: 14.0, Done: True
Time: 02h 31m 09s, Episode: 5968, Steps: 15778, epr: 12.5, Loss: 3.67 Score: 13.0, Done: True
Time: 02h 31m 11s, Episode: 5969, Steps: 15779, epr: 12.5, Loss: 3.54 Score: 15.0, Done: True
Time: 02h 31m 14s, Episode: 5970, Steps: 15784, epr: 12.5, Loss: 3.78 Score: 10.0, Done: True
Time: 02h 31m 17s, Episode: 5971, Steps: 15787, epr: 12.5, Loss: 5.02 Score: 13.0, Done: True
Time: 02h 31m 19s, Episode: 5972, Steps: 15790, epr: 12.5, Loss: 5.5 Score: 12.0, Done: True
Time: 02h 31m 22s, Episode: 5973, Steps: 15791, epr: 12.5, Loss: 3.33 Score: 15.0, Done: True
Time: 02h 31m 24s, Episode: 5974, Steps: 15793, epr: 12.5, Loss: 3.34 Score: 14.0, Done: True
Time: 02h 31m 27s, Episode: 5975, Steps: 15795, epr: 12.5, Loss: 3.83 Score: 14.0, Done: True
Time: 02h 31m 30s, Episode: 5976, Steps: 15800, epr: 12.5, Loss: 4.18 Score: 10.0, Done: True
Time: 02h 31m 32s, Episode: 5977, Steps: 15802, epr: 12.5, Loss: 3.68 Score: 14.0, Done: True
Time: 02h 31m 35s, Episode: 5978, Steps: 15804, epr: 12.5, Loss: 3.39 Score: 14.0, Done: True
Time: 02h 31m 37s, Episode: 5979, Steps: 15805, epr: 12.5, Loss: 3.87 Score: 15.0, Done: True
Time: 02h 31m 40s, Episode: 5980, Steps: 15806, epr: 12.5, Loss: 3.64 Score: 15.0, Done: True
Time: 02h 31m 43s, Episode: 5981, Steps: 15810, epr: 12.5, Loss: 3.77 Score: 12.0, Done: True
Time: 02h 31m 45s, Episode: 5982, Steps: 15812, epr: 12.5, Loss: 4.1 Score: 13.0, Done: True
Time: 02h 31m 48s, Episode: 5983, Steps: 15819, epr: 12.5, Loss: 3.47 Score: 8.0, Done: True
Time: 02h 31m 51s, Episode: 5984, Steps: 15823, epr: 12.5, Loss: 4.0 Score: 11.0, Done: True
Time: 02h 31m 53s, Episode: 5985, Steps: 15824, epr: 12.5, Loss: 3.81 Score: 15.0, Done: True
Time: 02h 31m 56s, Episode: 5986, Steps: 15826, epr: 12.5, Loss: 3.96 Score: 14.0, Done: True
Time: 02h 31m 58s, Episode: 5987, Steps: 15828, epr: 12.5, Loss: 3.58 Score: 14.0, Done: True
Time: 02h 32m 01s, Episode: 5988, Steps: 15829, epr: 12.5, Loss: 3.82 Score: 15.0, Done: True
Time: 02h 32m 04s, Episode: 5989, Steps: 15833, epr: 12.5, Loss: 3.9 Score: 12.0, Done: True
Time: 02h 32m 06s, Episode: 5990, Steps: 15834, epr: 12.5, Loss: 4.06 Score: 15.0, Done: True
Time: 02h 32m 10s, Episode: 5991, Steps: 15835, epr: 12.5, Loss: 4.16 Score: 15.0, Done: True
Time: 02h 32m 12s, Episode: 5992, Steps: 15839, epr: 12.5, Loss: 4.09 Score: 11.0, Done: True
Time: 02h 32m 15s, Episode: 5993, Steps: 15840, epr: 12.5, Loss: 3.75 Score: 15.0, Done: True
Time: 02h 32m 17s, Episode: 5994, Steps: 15843, epr: 12.5, Loss: 4.1 Score: 13.0, Done: True
Time: 02h 32m 20s, Episode: 5995, Steps: 15844, epr: 12.5, Loss: 4.12 Score: 15.0, Done: True
Time: 02h 32m 23s, Episode: 5996, Steps: 15847, epr: 12.5, Loss: 3.94 Score: 11.0, Done: True
Time: 02h 32m 25s, Episode: 5997, Steps: 15851, epr: 12.5, Loss: 3.9 Score: 10.0, Done: True
Time: 02h 32m 28s, Episode: 5998, Steps: 15854, epr: 12.5, Loss: 4.03 Score: 13.0, Done: True
Time: 02h 32m 31s, Episode: 5999, Steps: 15857, epr: 12.5, Loss: 3.52 Score: 13.0, Done: True
Time: 02h 32m 33s, Episode: 6000, Steps: 15859, epr: 12.5, Loss: 3.35 Score: 14.0, Done: True


 6000 Episodes: saved model to results/first_try/agent_6000.pkl


Time: 02h 32m 36s, Episode: 6001, Steps: 15861, epr: 12.5, Loss: 3.54 Score: 14.0, Done: True
Time: 02h 32m 39s, Episode: 6002, Steps: 15865, epr: 12.5, Loss: 3.47 Score: 11.0, Done: True
Time: 02h 32m 41s, Episode: 6003, Steps: 15868, epr: 12.5, Loss: 3.97 Score: 11.0, Done: True
Time: 02h 32m 44s, Episode: 6004, Steps: 15871, epr: 12.5, Loss: 4.18 Score: 13.0, Done: True
Time: 02h 32m 47s, Episode: 6005, Steps: 15872, epr: 12.5, Loss: 3.64 Score: 15.0, Done: True
Time: 02h 32m 49s, Episode: 6006, Steps: 15874, epr: 12.5, Loss: 4.32 Score: 14.0, Done: True
Time: 02h 32m 52s, Episode: 6007, Steps: 15876, epr: 12.5, Loss: 4.1 Score: 14.0, Done: True
Time: 02h 32m 55s, Episode: 6008, Steps: 15878, epr: 12.5, Loss: 4.13 Score: 14.0, Done: True
Time: 02h 32m 57s, Episode: 6009, Steps: 15880, epr: 12.5, Loss: 4.09 Score: 14.0, Done: True
Time: 02h 33m 00s, Episode: 6010, Steps: 15883, epr: 12.5, Loss: 3.63 Score: 13.0, Done: True
Time: 02h 33m 03s, Episode: 6011, Steps: 15885, epr: 12.5, Loss: 4.5 Score: 14.0, Done: True
Time: 02h 33m 05s, Episode: 6012, Steps: 15888, epr: 12.5, Loss: 3.73 Score: 13.0, Done: True
Time: 02h 33m 08s, Episode: 6013, Steps: 15890, epr: 12.5, Loss: 3.46 Score: 13.0, Done: True
Time: 02h 33m 10s, Episode: 6014, Steps: 15896, epr: 12.5, Loss: 4.45 Score: 10.0, Done: True
Time: 02h 33m 13s, Episode: 6015, Steps: 15897, epr: 12.5, Loss: 4.04 Score: 15.0, Done: True
Time: 02h 33m 16s, Episode: 6016, Steps: 15898, epr: 12.5, Loss: 3.21 Score: 15.0, Done: True
Time: 02h 33m 18s, Episode: 6017, Steps: 15902, epr: 12.5, Loss: 4.17 Score: 12.0, Done: True
Time: 02h 33m 21s, Episode: 6018, Steps: 15903, epr: 12.5, Loss: 4.0 Score: 15.0, Done: True
Time: 02h 33m 23s, Episode: 6019, Steps: 15904, epr: 12.5, Loss: 3.71 Score: 15.0, Done: True
Time: 02h 33m 27s, Episode: 6020, Steps: 15909, epr: 12.5, Loss: 4.1 Score: 11.0, Done: True
Time: 02h 33m 29s, Episode: 6021, Steps: 15911, epr: 12.5, Loss: 3.71 Score: 14.0, Done: True
Time: 02h 33m 32s, Episode: 6022, Steps: 15914, epr: 12.5, Loss: 3.57 Score: 13.0, Done: True
Time: 02h 33m 34s, Episode: 6023, Steps: 15916, epr: 12.5, Loss: 3.68 Score: 12.0, Done: True
Time: 02h 33m 37s, Episode: 6024, Steps: 15919, epr: 12.5, Loss: 3.92 Score: 13.0, Done: True
Time: 02h 33m 40s, Episode: 6025, Steps: 15921, epr: 12.5, Loss: 3.01 Score: 14.0, Done: True
